tconst,ordering,nconst,category,job,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,
tt5524974,10,nm0000078,archive_footage,\N,\N,,
tt5527212,7,nm0000078,self,\N,"[""Self - Guest""]",,
tt5798470,8,nm0000078,archive_footage,\N,"[""Self""]",,
tt5824650,10,nm0000078,archive_footage,\N,"[""Self""]",,
tt6021416,3,nm0000078,archive_footage,\N,"[""Genghis Khan""]",,
tt6056536,2,nm0000078,self,\N,"[""Self""]",,
tt6086214,7,nm0000078,archive_footage,\N,"[""Self""]",,
tt6252390,2,nm0000078,self,\N,"[""Self""]",,
tt6461924,4,nm0000078,self,\N,"[""Self""]",,
tt6654084,1,nm0000078,self,\N,"[""Self - Narrator""]",,
tt7935870,5,nm0000078,archive_footage,\N,\N,,
tt8693766,7,nm0000078,self,\N,"[""Self""]",,
tt9110508,1,nm0000078,self,\N,"[""Self""]",,
tt9738430,1,nm0000078,self,\N,"[""Self""]",,
